0;0
26;3600
0;4425
26;4500
0;4900
26;4950
0;5350
38;5400
0;5650
38;5700
0;5847
38;5850
0;6100
36;6150
0;6297
34;6300
0;6550
34;6600
0;6747
34;6750
0;7000
34;7050
0;7197
33;7200
0;7450
33;7500
0;7647
33;7650
0;7900
33;7950
0;8097
38;8100
0;8350
38;8400
0;8547
38;8550
0;8800
38;8850
0;8997
34;9000
0;9250
34;9300
0;9447
34;9450
0;9700
34;9750
0;9897
29;9900
0;10150
29;10200
0;10347
29;10350
0;10600
29;10650
0;10797
36;10800
0;11050
36;11100
0;11247
33;11250
0;11500
33;11550
0;11697
38;11700
0;11950
38;12000
0;12147
38;12150
0;12400
38;12450
0;12597
38;12600
0;12850
38;12900
0;13047
38;13050
0;13300
38;13350
0;13497
34;13500
0;13750
34;13800
0;13947
34;13950
0;14200
34;14250
0;14397
31;14400
0;14650
31;14700
0;14847
31;14850
0;15100
31;15150
0;15297
38;15300
0;15550
38;15600
0;15747
38;15750
0;16000
38;16050
0;16197
34;16200
0;16450
34;16500
0;16647
34;16650
0;16900
34;16950
0;17097
38;17100
0;17350
38;17400
0;17547
38;17550
0;17800
38;17850
0;17997
33;18000
0;18250
33;18300
0;18447
33;18450
0;18700
33;18750
0;18897
33;18900
0;19150
33;19200
0;19347
33;19350
0;19600
33;19650
0;19797
38;19800
0;20050
38;20100
0;20247
38;20250
0;20500
36;20550
0;20697
34;20700
0;20950
34;21000
0;21147
34;21150
0;21400
34;21450
0;21597
33;21600
0;21850
33;21900
0;22047
33;22050
0;22300
33;22350
0;22497
38;22500
0;22750
38;22800
0;22947
38;22950
0;23200
38;23250
0;23397
34;23400
0;23650
34;23700
0;23847
34;23850
0;24100
34;24150
0;24297
29;24300
0;24550
29;24600
0;24747
29;24750
0;25000
29;25050
0;25197
36;25200
0;25450
36;25500
0;25647
33;25650
0;25900
33;25950
0;26097
38;26100
0;26350
38;26400
0;26547
38;26550
0;26800
38;26850
0;26997
38;27000
0;27250
38;27300
0;27447
38;27450
0;27700
38;27750
0;27897
34;27900
0;28150
34;28200
0;28347
34;28350
0;28600
34;28650
0;28797
31;28800
0;29050
31;29100
0;29247
31;29250
0;29500
31;29550
0;29697
38;29700
0;29950
38;30000
0;30147
38;30150
0;30400
38;30450
0;30597
34;30600
0;30850
34;30900
0;31047
34;31050
0;31300
34;31350
0;31497
38;31500
0;31750
38;31800
0;31947
38;31950
0;32200
38;32250
0;32397
33;32400
0;32650
33;32700
0;32847
33;32850
0;33100
33;33150
0;33297
38;33300
0;33550
38;33600
0;33850
36;33900
0;34150
36;34200
0;34450
36;34500
0;34750
34;34800
0;35050
33;35100
0;35350
33;35400
0;35547
33;35550
0;35800
33;35850
0;35997
33;36000
0;36250
33;36300
0;36447
33;36450
0;36700
33;36750
0;36897
31;36900
0;37150
31;37200
0;37347
31;37350
0;37600
31;37650
0;37797
31;37800
0;38050
31;38100
0;38247
31;38250
0;38500
31;38550
0;38697
33;38700
0;38950
33;39000
0;39147
33;39150
0;39400
33;39450
0;39597
33;39600
0;39850
33;39900
0;40047
33;40050
0;40300
33;40350
0;40497
38;40500
0;40750
38;40800
0;40947
38;40950
0;41200
38;41250
0;41397
38;41400
0;41650
38;41700
0;41847
38;41850
0;41997
38;42000
0;42147
38;42150
0;42297
36;42300
0;42550
36;42600
0;42747
36;42750
0;43000
36;43050
0;43197
41;43200
0;43450
41;43500
0;43647
41;43650
0;43797
41;43800
0;43947
41;43950
0;44097
38;44100
0;44350
38;44400
0;44547
38;44550
0;44800
38;44850
0;44997
38;45000
0;45250
38;45300
0;45447
38;45450
0;45597
38;45600
0;45747
38;45750
0;45897
33;45900
0;46150
33;46200
0;46347
33;46350
0;46600
33;46650
0;46797
38;46800
0;47050
38;47100
0;47247
38;47250
0;47500
38;47550
0;47697
38;47700
0;47950
38;48000
0;48147
38;48150
0;48400
38;48450
0;48597
36;48600
0;48850
36;48900
0;49047
36;49050
0;49197
36;49200
0;49347
36;49350
0;49497
41;49500
0;49750
41;49800
0;49947
41;49950
0;50097
41;50100
0;50247
41;50250
0;50397
36;50400
0;50650
36;50700
0;50847
36;50850
0;50997
36;51000
0;51147
36;51150
0;51297
41;51300
0;51550
41;51600
0;51747
41;51750
0;51897
41;51900
0;52047
41;52050
0;52197
33;52200
0;52450
33;52500
0;52647
33;52650
0;52797
33;52800
0;52947
33;52950
0;53097
38;53100
0;53350
38;53400
0;53547
38;53550
0;53800
38;53850
0;53997
38;54000
0;54250
38;54300
0;54447
38;54450
0;54597
38;54600
0;54747
38;54750
0;54897
38;54900
0;55150
38;55200
0;55347
38;55350
0;55497
38;55500
0;55647
38;55650
0;55797
36;55800
0;56050
36;56100
0;56247
36;56250
0;56397
36;56400
0;56547
36;56550
0;56697
41;56700
0;56950
41;57000
0;57147
41;57150
0;57297
41;57300
0;57447
41;57450
0;57597
34;57600
0;57850
34;57900
0;58047
34;58050
0;58197
34;58200
0;58347
34;58350
0;58497
38;58500
0;58750
38;58800
0;58947
38;58950
0;59097
38;59100
0;59247
38;59250
0;59397
31;59400
0;59650
31;59700
0;59847
31;59850
0;59997
31;60000
0;60147
31;60150
0;60297
33;60300
0;60550
33;60600
0;60747
33;60750
0;60897
33;60900
0;61047
33;61050
0;61197
33;61200
0;61450
33;61500
0;61647
33;61650
0;61797
33;61800
0;61947
33;61950
0;62097
38;62100
0;62350
38;62400
0;62547
38;62550
0;62697
38;62700
0;62847
38;62850
0;62997
31;63000
0;63250
31;63300
0;63447
31;63450
0;63597
31;63600
0;63747
31;63750
0;63897
41;63900
0;64150
41;64200
0;64347
41;64350
0;64600
41;64650
0;64797
36;64800
0;65050
36;65100
0;65247
36;65250
0;65397
36;65400
0;65547
36;65550
0;65697
31;65700
0;65950
31;66000
0;66147
31;66150
0;66297
31;66300
0;66447
31;66450
0;66597
33;66600
0;66850
33;66900
0;67047
33;67050
0;67197
33;67200
0;67347
33;67350
0;67497
33;67500
0;67750
33;67800
0;67947
33;67950
0;68097
33;68100
0;68247
33;68250
0;68397
38;68400
0;68650
38;68700
0;68847
38;68850
0;68997
38;69000
0;69147
38;69150
0;69297
38;69300
0;69550
38;69600
0;69747
38;69750
0;69897
38;69900
0;70047
38;70050
0;70197
34;70200
0;70450
34;70500
0;70647
34;70650
0;70797
34;70800
0;70947
34;70950
0;71097
41;71100
0;71350
41;71400
0;71547
41;71550
0;71697
41;71700
0;71847
41;71850
0;71997
36;72000
0;72250
36;72300
0;72447
36;72450
0;72597
36;72600
0;72747
36;72750
0;72897
31;72900
0;73150
31;73200
0;73347
31;73350
0;73497
31;73500
0;73647
31;73650
0;73797
33;73800
0;74050
33;74100
0;74247
33;74250
0;74397
33;74400
0;74547
33;74550
0;74697
33;74700
0;74950
33;75000
0;75147
33;75150
0;75297
33;75300
0;75447
33;75450
0;75597
38;75600
0;76000
38;76050
0;76197
38;76200
0;76347
38;76350
0;76497
26;76500
0;77625
