0;0
14;3600
0;4425
14;4500
0;4900
14;4950
0;5350
26;5400
0;5650
26;5700
0;5847
26;5850
0;6100
24;6150
0;6297
22;6300
0;6550
22;6600
0;6747
22;6750
0;7000
22;7050
0;7197
21;7200
0;7450
21;7500
0;7647
21;7650
0;7900
21;7950
0;8097
26;8100
0;8350
26;8400
0;8547
26;8550
0;8800
26;8850
0;8997
22;9000
0;9250
22;9300
0;9447
22;9450
0;9700
22;9750
0;9897
17;9900
0;10150
17;10200
0;10347
17;10350
0;10600
17;10650
0;10797
24;10800
0;11050
24;11100
0;11247
21;11250
0;11500
21;11550
0;11697
26;11700
0;11950
26;12000
0;12147
26;12150
0;12400
26;12450
0;12597
26;12600
0;12850
26;12900
0;13047
26;13050
0;13300
26;13350
0;13497
22;13500
0;13750
22;13800
0;13947
22;13950
0;14200
22;14250
0;14397
19;14400
0;14650
19;14700
0;14847
19;14850
0;15100
19;15150
0;15297
26;15300
0;15550
26;15600
0;15747
26;15750
0;16000
26;16050
0;16197
22;16200
0;16450
22;16500
0;16647
22;16650
0;16900
22;16950
0;17097
26;17100
0;17350
26;17400
0;17547
26;17550
0;17800
26;17850
0;17997
21;18000
0;18250
21;18300
0;18447
21;18450
0;18700
21;18750
0;18897
21;18900
0;19150
21;19200
0;19347
21;19350
0;19600
21;19650
0;19797
26;19800
0;20050
26;20100
0;20247
26;20250
0;20500
24;20550
0;20697
22;20700
0;20950
22;21000
0;21147
22;21150
0;21400
22;21450
0;21597
21;21600
0;21850
21;21900
0;22047
21;22050
0;22300
21;22350
0;22497
26;22500
0;22750
26;22800
0;22947
26;22950
0;23200
26;23250
0;23397
22;23400
0;23650
22;23700
0;23847
22;23850
0;24100
22;24150
0;24297
17;24300
0;24550
17;24600
0;24747
17;24750
0;25000
17;25050
0;25197
24;25200
0;25450
24;25500
0;25647
21;25650
0;25900
21;25950
0;26097
26;26100
0;26350
26;26400
0;26547
26;26550
0;26800
26;26850
0;26997
26;27000
0;27250
26;27300
0;27447
26;27450
0;27700
26;27750
0;27897
22;27900
0;28150
22;28200
0;28347
22;28350
0;28600
22;28650
0;28797
19;28800
0;29050
19;29100
0;29247
19;29250
0;29500
19;29550
0;29697
26;29700
0;29950
26;30000
0;30147
26;30150
0;30400
26;30450
0;30597
22;30600
0;30850
22;30900
0;31047
22;31050
0;31300
22;31350
0;31497
26;31500
0;31750
26;31800
0;31947
26;31950
0;32200
26;32250
0;32397
21;32400
0;32650
21;32700
0;32847
21;32850
0;33100
21;33150
0;33297
26;33300
0;33550
26;33600
0;33850
24;33900
0;34150
24;34200
0;34450
24;34500
0;34750
22;34800
0;35050
21;35100
0;35350
21;35400
0;35547
21;35550
0;35800
21;35850
0;35997
21;36000
0;36250
21;36300
0;36447
21;36450
0;36700
21;36750
0;36897
19;36900
0;37150
19;37200
0;37347
19;37350
0;37600
19;37650
0;37797
19;37800
0;38050
19;38100
0;38247
19;38250
0;38500
19;38550
0;38697
21;38700
0;38950
21;39000
0;39147
21;39150
0;39400
21;39450
0;39597
21;39600
0;39850
21;39900
0;40047
21;40050
0;40300
21;40350
0;40497
26;40500
0;40750
26;40800
0;40947
26;40950
0;41200
26;41250
0;41397
26;41400
0;41650
26;41700
0;41847
26;41850
0;41997
26;42000
0;42147
26;42150
0;42297
24;42300
0;42550
24;42600
0;42747
24;42750
0;43000
24;43050
0;43197
29;43200
0;43450
29;43500
0;43647
29;43650
0;43797
29;43800
0;43947
29;43950
0;44097
26;44100
0;44350
26;44400
0;44547
26;44550
0;44800
26;44850
0;44997
26;45000
0;45250
26;45300
0;45447
26;45450
0;45597
26;45600
0;45747
26;45750
0;45897
21;45900
0;46150
21;46200
0;46347
21;46350
0;46600
21;46650
0;46797
26;46800
0;47050
26;47100
0;47247
26;47250
0;47500
26;47550
0;47697
26;47700
0;47950
26;48000
0;48147
26;48150
0;48400
26;48450
0;48597
24;48600
0;48850
24;48900
0;49047
24;49050
0;49197
24;49200
0;49347
24;49350
0;49497
29;49500
0;49750
29;49800
0;49947
29;49950
0;50097
29;50100
0;50247
29;50250
0;50397
24;50400
0;50650
24;50700
0;50847
24;50850
0;50997
24;51000
0;51147
24;51150
0;51297
29;51300
0;51550
29;51600
0;51747
29;51750
0;51897
29;51900
0;52047
29;52050
0;52197
21;52200
0;52450
21;52500
0;52647
21;52650
0;52797
21;52800
0;52947
21;52950
0;53097
26;53100
0;53350
26;53400
0;53547
26;53550
0;53800
26;53850
0;53997
26;54000
0;54250
26;54300
0;54447
26;54450
0;54597
26;54600
0;54747
26;54750
0;54897
26;54900
0;55150
26;55200
0;55347
26;55350
0;55497
26;55500
0;55647
26;55650
0;55797
24;55800
0;56050
24;56100
0;56247
24;56250
0;56397
24;56400
0;56547
24;56550
0;56697
29;56700
0;56950
29;57000
0;57147
29;57150
0;57297
29;57300
0;57447
29;57450
0;57597
22;57600
0;57850
22;57900
0;58047
22;58050
0;58197
22;58200
0;58347
22;58350
0;58497
26;58500
0;58750
26;58800
0;58947
26;58950
0;59097
26;59100
0;59247
26;59250
0;59397
19;59400
0;59650
19;59700
0;59847
19;59850
0;59997
19;60000
0;60147
19;60150
0;60297
21;60300
0;60550
21;60600
0;60747
21;60750
0;60897
21;60900
0;61047
21;61050
0;61197
21;61200
0;61450
21;61500
0;61647
21;61650
0;61797
21;61800
0;61947
21;61950
0;62097
26;62100
0;62350
26;62400
0;62547
26;62550
0;62697
26;62700
0;62847
26;62850
0;62997
19;63000
0;63250
19;63300
0;63447
19;63450
0;63597
19;63600
0;63747
19;63750
0;63897
29;63900
0;64150
29;64200
0;64347
29;64350
0;64600
29;64650
0;64797
24;64800
0;65050
24;65100
0;65247
24;65250
0;65397
24;65400
0;65547
24;65550
0;65697
19;65700
0;65950
19;66000
0;66147
19;66150
0;66297
19;66300
0;66447
19;66450
0;66597
21;66600
0;66850
21;66900
0;67047
21;67050
0;67197
21;67200
0;67347
21;67350
0;67497
21;67500
0;67750
21;67800
0;67947
21;67950
0;68097
21;68100
0;68247
21;68250
0;68397
26;68400
0;68650
26;68700
0;68847
26;68850
0;68997
26;69000
0;69147
26;69150
0;69297
